489.34158696933014	1	Informatique	http://fr.wikipedia.org/wiki/Informatique	False	0.0384660390065769	117	2
5254.649640593466	1	Maître de conférences	http://fr.wikipedia.org/wiki/Ma%c3%aetre_de_conf%c3%a9rences	False	0.04005175682820439	2	2
9391.002501759056	1	Département français	http://fr.wikipedia.org/wiki/D%c3%a9partement_fran%c3%a7ais	False	0.04619817148707522	5	2
6449.014120358498	2	Dictionnaire	http://fr.wikipedia.org/wiki/Dictionnaire	False	0.01964860825435179	9	4
5615.998186945194	2	Français	http://fr.wikipedia.org/wiki/Fran%c3%a7ais	False	0.0171315486163439	30	6
9113.595255676377	2	Anglicisme	http://fr.wikipedia.org/wiki/Anglicisme	False	0.03740053321546775	15	6
1052.6718992573599	2	Calcul distribué	http://fr.wikipedia.org/wiki/Calcul_distribu%c3%a9	False	0.02048866389898447	25	4
3781.410809909343	2	Littérature	http://fr.wikipedia.org/wiki/Litt%c3%a9rature	False	0.01726951364518882	5	5
780.2304502312219	2	Algorithmique	http://fr.wikipedia.org/wiki/Algorithmique	False	0.04781365963774759	18	6
1314.9068875530825	2	Algorithmique répartie	http://fr.wikipedia.org/wiki/Algorithmique_r%c3%a9partie	False	0.02717848401053607	9	5
1052.6718992573599	3	Calcul distribué	http://fr.wikipedia.org/wiki/Calcul_distribu%c3%a9	False	0.01354390208994181	25	3
1735.6680174058183	3	Algorithme	http://fr.wikipedia.org/wiki/Algorithme	False	0.04930932747554627	21	4
35981.73689635319	3	Suite (mathématiques)	http://fr.wikipedia.org/wiki/Suite_(math%c3%a9matiques)	False	0.01285503659110069	5	2
4566.042312965566	3	Ensemble	http://fr.wikipedia.org/wiki/Ensemble	False	0.01818072713819296	12	3
2588.5918034028537	3	Latitude	http://fr.wikipedia.org/wiki/Latitude	False	0.03595357564922588	10	3
29766.20583950507	3	.eh	http://fr.wikipedia.org/wiki/%2eeh	False	0.03009275091090568	1	1
2390.0022751028014	4	Numérique	http://fr.wikipedia.org/wiki/Num%c3%a9rique	False	0.01444743390205713	20	6
489.34158696933014	4	Informatique	http://fr.wikipedia.org/wiki/Informatique	False	0.0153374755153428	117	6
2467.3120310595514	4	Internet	http://fr.wikipedia.org/wiki/Internet	False	0.01814768438204751	66	6
1579.3276914054322	4	Histoire de l'informatique	http://fr.wikipedia.org/wiki/Histoire_de_l%27informatique	False	0.05008380377920354	22	6
3400.6023422529797	4	Histoire	http://fr.wikipedia.org/wiki/Histoire	False	0.01266290107302761	18	6
780.2304502312219	4	Algorithmique	http://fr.wikipedia.org/wiki/Algorithmique	False	0.03479818339093153	18	6
1988.242543135329	4	Mathématiques	http://fr.wikipedia.org/wiki/Math%c3%a9matiques	False	0.01232961765511703	37	6
3306.8149972303136	5	Machine	http://fr.wikipedia.org/wiki/Machine	False	0.03873020062753214	20	2
4250.321986022675	5	Calculatrice mécanique	http://fr.wikipedia.org/wiki/Calculatrice_m%c3%a9canique	False	0.0859010311148453	12	2
2559.9293203463285	5	Ordinateur	http://fr.wikipedia.org/wiki/Ordinateur	False	0.03556303420588392	80	2
1430.3879000236916	6	Calcul (mathématiques)	http://fr.wikipedia.org/wiki/Calcul_(math%c3%a9matiques)	False	0.0239103215353536	19	4
3306.8149972303136	6	Machine	http://fr.wikipedia.org/wiki/Machine	False	0.02675907370074847	20	4
6205.726891126509	6	Papier	http://fr.wikipedia.org/wiki/Papier	False	0.02753512535467158	28	4
